Idtram,Tramite,cluster,log_tiempo,CONTEO_NETO,N_FORMATOS_FINAL,nivel_cat
9918.0,Garantias del Interes Fiscal (Federal),6,11.772215778919925,0,1,Sin_nivel
9919.0,Garantias del Interes Fiscal (Estatal),6,11.772215778919925,0,1,Sin_nivel
9920.0,Remates en línea,6,10.673618922112436,0,0,Sin_nivel
9948.0,Historial Académico UNIDEH,6,7.273092595999522,1,0,Sin_nivel
9957.0,Dictamen de Equivalencia (ITSOEH),6,11.366754528799241,3,1,Sin_nivel
9974.0,Préstamo con maquinaria especializada para la nivelación de tierras agrícolas.,3,7.273092595999522,1,1,Nivel 2
10035.0,Publicaciones e impresiones (Materia Catastral Compendio Catastral),6,8.371242135931933,1,0,Sin_nivel
10079.0,Refrendo anual perito topográfo,6,12.059895922372384,1,2,Sin_nivel
10080.0,Becas para la Transformación de Estudiantes de Instituciones de Educación Superior,7,8.881975184248867,11,3,Nivel 4.1
10106.0,Copia de Ortofoto a color escala 1:1000,6,8.371242135931933,2,1,Sin_nivel
10408.0,Autorización de Centro de Asesoría Particular de Preparatoria Abierta,0,9.980494888896912,9,0,Nivel 1
10519.0,Admisión UPFIM,2,7.273092595999522,1,0,Nivel 3.9
10522.0,Constancia Escolar UPFIM,0,6.175867270105761,1,0,Nivel 1
10523.0,Certificado Parcial UPFIM,2,9.980494888896912,2,0,Nivel 3.9
10524.0,Cursos de Educación Continua UPFIM,2,7.273092595999522,1,0,Nivel 3.9
10549.0,Titulación en la UICEH,0,13.158504353030688,8,0,Nivel 1
10562.0,Examen TOEFL UPFIM,6,7.273092595999522,1,0,Sin_nivel
10587.0,Asesoría Jurídica en Derechos Humanos,6,7.273092595999522,0,0,Sin_nivel
10588.0,Escrituras Públicas para personas que han tenido en posesión un predio,0,12.75304020942637,5,0,Nivel 1
10605.0,Modificación de Tipo de Perito en el Padrón,6,8.371242135931933,3,1,Sin_nivel
10606.0,Atención al empoderamiento.,6,3.4339872044851463,0,0,Sin_nivel
10618.0,Uso de la Plataforma Naturalista,0,7.273092595999522,0,1,Nivel 1
10662.0,Credencial de Identificación Escolar (CEH),0,8.881975184248867,0,2,Nivel 1
10793.0,Becas Institucionales UPP,3,9.351926736038054,0,3,Nivel 2
10806.0,Transformando con la Juventud,1,2.772588722239781,3,1,Nivel 3.2
10814.0,Tu Experiencia Transforma,1,2.772588722239781,3,1,Nivel 3.2
10825.0,Acompañamiento a los municipios para la implementación de estrategias que impulsen el desarrollo económico local,0,9.980494888896912,0,1,Nivel 1
10838.0,"Expedición, Renovación o Reposición por Robo o Extravío del Tarjetón para Personas que Conducen Unidades Autorizadas por el Sistema de Transporte Convencional",3,3.1780538303479458,7,1,Nivel 2
10850.0,"Suministro e instalación de mojonera de hormigon de 40 cms. de largo y 10 cms. de diametro con una varilla al centro de 1/2"", para identificación de vertices que delimitan perimetrales de predio",6,8.371242135931933,4,1,Sin_nivel
10878.0,Equivalencia de Estudios UPFIM,2,10.673618922112436,3,0,Nivel 3.9
10913.0,Actualización del Registro de Proveedores (Persona Moral),6,7.273092595999522,0,0,Sin_nivel
10927.0,Gestión de Créditos,3,7.273092595999522,2,0,Nivel 2
10970.0,Asignación de Servicio Social UPP,3,3.4339872044851463,3,1,Nivel 2
10972.0,Asesoría Legal En Materia Notarial,6,7.273092595999522,0,0,Sin_nivel
10981.0,"Inscripción de la designación, aceptación o discernimiento del cargo de albacea. Declaración y reconocimiento de herederos en un solo documento.",6,7.273092595999522,2,1,Sin_nivel
11018.0,Expedición de constancias de documentos que obran en la Dirección General de Profesiones,0,8.371242135931933,1,1,Nivel 1
11019.0,Verificación energética en centros de carga eléctrica con tarifa comercial hasta 25 kW.,0,10.268165387743457,3,1,Nivel 1
11021.0,Verificación energética en centros de carga eléctrica con tarifa de uso domestico (DAC),0,10.268165387743457,0,1,Nivel 1
11023.0,Inscripción Nivel Posgrado UPFIM,2,7.273092595999522,6,1,Nivel 3.9
11055.0,Ayudas Comunitarias a Mujeres y Familias Indígenas,6,7.273092595999522,2,1,Sin_nivel
11056.0,Eco Estufas del Bienestar,3,2.3978952727983707,2,1,Nivel 2
11058.0,Mujer de Maíz,3,8.658866349732383,2,1,Nivel 2
11063.0,Seguridad Alimentaria,3,2.3978952727983707,1,1,Nivel 2
11065.0,Remodelación de Parques en Comunidades Indígenas,6,7.273092595999522,3,1,Sin_nivel
11066.0,Revalidación de Estudios Bachillerato del Estado de Hidalgo,0,3.4339872044851463,1,0,Nivel 1
11075.0,Corredor Artesanal,6,7.273092595999522,4,1,Sin_nivel
11158.0,Impuesto sobre Tenencia y Refrendo Vehicular (transporte público),5,7.273092595999522,8,3,Nivel 3.7
11163.0,Constancia de estudios UTMIR,1,8.371242135931933,0,0,Nivel 3.1
11212.0,Asesoría en Materia de Mantenimiento y Conservación de Parques Industriales,6,7.273092595999522,0,0,Sin_nivel
11213.0,"Inscripción de la disolución, liquidación y de ambas cuando consten en un solo documento. (Registro Público de la Propiedad y del Comercio, personas morales)",6,7.273092595999522,2,1,Sin_nivel
11219.0,Acciones en materia de transversalidad de la perspectiva de género,0,8.371242135931933,0,1,Nivel 1
11220.0,Acciones en materia de protección de los derechos humanos de las mujeres,0,8.371242135931933,0,0,Nivel 1
11221.0,Apoyos asistenciales otorgados a mujeres,0,8.371242135931933,3,1,Nivel 1
11222.0,Apoyos económicos para el bienestar físico de las mujeres,0,7.273092595999522,4,1,Nivel 1
11224.0,"Apoyos económicos para niñas y adolescentes embarazadas, madres o con plan de restitución de derechos",0,8.371242135931933,3,2,Nivel 1
11301.0,Levantamiento topográfico.,0,9.980494888896912,1,1,Nivel 1
11316.0,Constancia de estudios UTT,6,7.273092595999522,0,0,Sin_nivel
11218.0,Constancia de Estudios UTSH,6,7.273092595999522,1,0,Sin_nivel
11008.0,Verificación energética en centros de carga eléctrica con tarifa empresarial menor a 100 kW.,0,10.268165387743457,3,1,Nivel 1
442.0,"Talleres, Pláticas y Conferencias sobre Habilidades de vida para Niñas, Niños y Adolescentes",6,7.273092595999522,2,0,Sin_nivel
10928.0,Pago de multa por incomparecencia del patrón en el procedimiento de conciliación,6,7.273092595999522,0,0,Sin_nivel
5061.0,"Por cada foja digitalizada, archivo informático y disco óptico que se utilice para entregar los documentos a que se refieren las fracciones I a III",6,7.273092595999522,1,1,Sin_nivel
8275.0,Certificado de Estudios UPH,3,7.9658927350845286,1,0,Nivel 2
6893.0,Constancia de Estudios UPMH,5,5.198497031265826,1,0,Nivel 3.7
6896.0,Reposición de la Credencial de la UPMH por pérdida,5,8.371242135931933,1,0,Nivel 3.7
7441.0,Reposición de credencial ITESHU.,0,7.273092595999522,1,0,Nivel 1
7536.0,Publicación de Artículo en Congreso ITESHU.,0,11.738314493312824,3,0,Nivel 1
773.0,Inspección Vehicular para Unidades Autorizadas por el Sistema de Transporte Convencional,3,3.4339872044851463,4,1,Nivel 2
10977.0,Quejas administrativas en contra de las y los Notarios Públicos durante el ejercicio de su función,6,7.273092595999522,0,0,Sin_nivel
973.0,Cotejo de documentos no autentificados que deben destinarse al apéndice (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
7500.0,Constancia Escolar UTTT,0,2.3978952727983707,1,0,Nivel 1
8267.0,Trámite de Equivalencia de Estudios UPH,3,11.366754528799241,3,1,Nivel 2
1004.0,"Inscripción de convenios para fraccionar, lotificar o subdividir un predio (zonas urbanas, residenciales e industriales). (Registro Público de la Propiedad y del Comercio)",4,9.980494888896912,4,1,Nivel 3.5
1005.0,Inscripción de créditos refaccionarios de habilitación o avío agrícola. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,1,1,Nivel 3.5
820.0,"Reposición de Placas por robo, Extravío o Robo de Unidades Autorizadas por el Sistema de Transporte Convencional",3,3.4339872044851463,4,1,Nivel 2
8479.0,Reporte Ciudadano en Materia de Protección Civil,0,10.268165387743457,0,0,Nivel 1
7349.0,Ingreso a Casa de Día del Sistema DIF Hidalgo,6,7.273092595999522,4,0,Sin_nivel
497.0,Préstamos prendarios,6,7.273092595999522,1,0,Sin_nivel
1650.0,Historial Académico UTMIR,1,8.371242135931933,1,0,Nivel 3.1
10607.0,"Proceso y trámite de Adopción de Niñas, Niños y Adolescentes",6,7.273092595999522,0,0,Sin_nivel
11059.0,Por si las Lluvias,3,2.3978952727983707,2,1,Nivel 2
1702.0,Alta Provisional de Albacea de la Concesión del Servicio Público,6,7.273092595999522,7,1,Sin_nivel
5205.0,Consejería en Salud Sexual y Reproductiva para Mujeres Jóvenes,6,3.9318256327243257,0,0,Sin_nivel
1655.0,Ortofoto a color escala 1:1000 derivado de vuelo con Dron.,6,8.371242135931933,3,1,Sin_nivel
1658.0,Dictaminación de Avalúos (Catastral),0,9.469700127423375,8,1,Nivel 1
1551.0,"Copia de plano de la localidad, 60x90 cms (Catastral)",6,8.371242135931933,2,1,Sin_nivel
1685.0,Concesiones y Permisos de Servicios Auxiliares y Conexos Autorizados por el Sistema de Transporte Convencional,6,7.273092595999522,11,1,Sin_nivel
10521.0,Historial Académico UPFIM,0,6.175867270105761,1,0,Nivel 1
1703.0,Extinción de Permisos de Servicio Privado y Complementario de Transporte de Personas y Bienes,6,7.273092595999522,2,1,Sin_nivel
7469.0,Transferencia por Sentencia de Adjudicación de la Concesión del Servicio de Transporte Público,6,7.273092595999522,10,1,Sin_nivel
5343.0,Atención Temporal a Niñas y Niños acompañantes de usuarias,6,7.273092595999522,0,4,Sin_nivel
1192.0,"Aviso de Previsiones de Compra Venta de Estupefacientes para Farmacias, Droguerías y Boticas",0,3.044522437723423,1,0,Nivel 1
7566.0,Examen General de Egreso de la Licenciatura (ITSOEH)-IngenierÍas,6,8.371242135931933,2,0,Sin_nivel
7577.0,Proceso de Incubación (ITSOEH),6,10.673618922112436,0,0,Sin_nivel
7554.0,Protocolo de Titulación a Nivel Licenciatura (ITSOEH),6,8.371242135931933,4,0,Sin_nivel
7578.0,Cuota por Servicio de Extensión y Educación continua (ITSOEH),6,10.673618922112436,0,0,Sin_nivel
9858.0,Curso de Idiomas (ITSOEH),6,9.218407743053941,1,0,Sin_nivel
447.0,Expedición de Constancias de No inhabilitación,6,7.9658927350845286,0,1,Sin_nivel
9958.0,Curso de Asignatura de 120 horas o más,6,8.371242135931933,1,0,Sin_nivel
8746.0,Permiso Sanitario para Traslado de Cadáveres o Restos Áridos Fuera del Territorio Estatal,0,3.044522437723423,1,1,Nivel 1
1596.0,Aprobación del Plan de Manejo de Residuos de Manejo Especial.,3,11.366754528799241,1,2,Nivel 2
6664.0,Autorización para la Operación de sitios de Disposición Final para Residuos Provenientes de la Construcción,6,10.673618922112436,1,1,Sin_nivel
1476.0,Autorización para Prestar Servicios de Seguridad Privada en el Estado.,3,9.575052927597383,11,12,Nivel 1
481.0,Consulta externa de pediatría y especialidades en el Hospital del Niño DIF Hidalgo,0,7.273092595999522,1,0,Nivel 1
876.0,Inicio de Carpetas de Investigación Presencial,0,4.795790545596741,0,0,Nivel 1
986.0,Certificado de Inscripción (Registro Público de la Propiedad y del Comercio),4,9.0642735958414,1,2,Nivel 3.5
825.0,Pago de Derechos Anuales de las Unidades Autorizadas por el Sistema de Transporte Convencional,3,3.4339872044851463,2,1,Nivel 2
332.0,Inscripción en el Padrón de Proveedores (Persona Física),6,7.273092595999522,0,0,Sin_nivel
1175.0,Registro Estatal de Consultores en Materia de Protección Civil,0,10.673618922112436,0,0,Nivel 1
1168.0,Por la supervisión y emisión de opiniones técnicas de factibilidad de usos de suelo de impacto significativo,0,10.673618922112436,0,0,Nivel 1
1608.0,Pago de bases Licitaciones Públicas Estatales,0,2.3978952727983707,1,1,Nivel 1
1166.0,"Por la supervisión y la emisión de opiniones técnicas de establecimientos comerciales, industriales, de espectáculos públicos y de servicios instalados o que pretendan instalarse en el territorio del Estado",0,10.673618922112436,0,0,Nivel 1
1409.0,Inscripción nivel licenciatura UPH,3,3.4339872044851463,3,1,Nivel 2
1693.0,Préstamo de documentos históricos,0,3.4339872044851463,0,0,Nivel 1
761.0,Atención Ciudadana y Recepción de Quejas o Denuncias en contra de Servidores Públicos de la PGJH,0,4.110873864173311,2,0,Nivel 1
1590.0,Por la Expedición y Entrega de un ejemplar del Periódico Oficial.,5,7.273092595999522,0,0,Nivel 3.7
384.0,Inscripción en el Padrón de Proveedores (Persona Moral),6,7.273092595999522,0,0,Sin_nivel
800.0,Certificación de Copias Expedidas por el Sistema de Transporte Convencional,6,7.273092595999522,2,1,Sin_nivel
804.0,Transferencia de Concesión del Servicio de Transporte Público,6,7.273092595999522,8,1,Sin_nivel
810.0,Sustitución Vehicular de Unidades Autorizadas por el Sistema de Transporte Convencional,6,7.273092595999522,9,1,Sin_nivel
822.0,Autorización de Cambio de Número de Motor para las Unidades Autorizadas por el Sistema de Transporte Convencional,6,7.273092595999522,3,1,Sin_nivel
971.0,Cancelación de Actos Jurídicos (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
976.0,Depósito de Testamento Ológrafo (Registro Público de la Propiedad y del Comercio),6,7.273092595999522,2,1,Sin_nivel
980.0,Devolución de un documento sin inscripción por causas no imputables al Registro Público de la Propiedad.,4,8.881975184248867,1,0,Nivel 3.5
987.0,Certificado de no Inscripción (Registro Público de la Propiedad y del Comercio),4,9.0642735958414,6,2,Nivel 3.5
992.0,Inscripción de accesión de construcciones (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,7,1,Nivel 3.5
996.0,Inscripción de actas de asamblea de socios o juntas de administradores (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
998.0,Inscripción de apeo o deslinde. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,3,1,Nivel 3.5
1000.0,Inscripción de aportaciones de bienes inmuebles. (Registro Público de la Propiedad y del Comercio),6,7.273092595999522,6,1,Sin_nivel
1002.0,Inscripción de compra-venta a plazos con reserva de dominio. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,7,1,Nivel 3.5
1006.0,Inscripción de cualquier clase de testamento. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,3,1,Nivel 3.5
1007.0,Inscripción de cualquier otro título registrable conforme a la Ley. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1009.0,Inscripción de disolución de la sociedad conyugal en lo referente a bienes inmuebles. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,1,1,Nivel 3.5
1010.0,Inscripción de división de copropiedad. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,6,1,Nivel 3.5
1011.0,Inscripción de documentos de valor determinado referente a sociedades de producción rural. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1013.0,"Inscripción de emisión de obligaciones, acciones, cédula y certificado de participación.. (Registro Público de la Propiedad y del Comercio)",4,9.980494888896912,2,1,Nivel 3.5
1045.0,Inscripción de fusión de sociedades. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1046.0,Inscripción de informaciones posesorías. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,4,1,Nivel 3.5
1048.0,Inscripción de la autorización para vender o gravar bienes de menores o incapaces. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1050.0,Inscripción de la cancelación de créditos otorgados por Instituciones de crédito. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,3,1,Nivel 3.5
1053.0,Inscripción de la modificación al Acta Constitutiva que no implique aumento de capital. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1056.0,Inscripción de limitaciones o gravámenes a la propiedad de inmuebles. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1057.0,Inscripción de operaciones que limiten o graven bienes muebles. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1059.0,Inscripción de poderes. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1061.0,Inscripción de providencias precautorias de carácter mercantil. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1062.0,Inscripción de resoluciones de información Ad'perpetuam. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,5,1,Nivel 3.5
1063.0,Inscripción de revocación o renuncia de poderes. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,2,1,Nivel 3.5
1065.0,Inscripción de suspensión de pagos o declaración de concursos. (Registro Público de la Propiedad y del Comercio),6,7.273092595999522,2,1,Sin_nivel
1066.0,Inscripción de todas las operaciones que impliquen transmisión de propiedad. (Registro Público de la Propiedad y del Comercio),6,7.273092595999522,6,1,Sin_nivel
1067.0,Inscripción del auto de ejecución de embargo. (Registro Público de la Propiedad y del Comercio),6,7.273092595999522,3,1,Sin_nivel
1070.0,Inscripción por asociación en participación. (Registro Público de la Propiedad y del Comercio),6,7.273092595999522,3,1,Sin_nivel
1073.0,Inscripción por Repudio de Herencia. (Registro Público de la Propiedad y del Comercio),6,7.273092595999522,2,1,Sin_nivel
1137.0,Registro de Perito,3,8.371242135931933,5,2,Nivel 2
1171.0,Atención a Personas que Acuden a Realizar Donación de Sangre,0,5.198497031265826,4,0,Nivel 1
1172.0,"Por la supervisión y emisión de opiniones técnicas diversas relacionadas con Gas L.P., estaciones de carburación, bodega y derivados del Petróleo",0,10.673618922112436,0,0,Nivel 1
1193.0,"Solicitud de Licencia Sanitaria para Farmacias, o Boticas con Venta de Medicamentos Controlados",0,11.366754528799241,2,0,Nivel 1
1224.0,Autorización de Campañas o Jornadas Médicas para Prestación de Servicios de Salud.,0,9.980494888896912,2,3,Nivel 1
1386.0,Autenticación y Registro de Certificados de Estudios de nivel licenciatura y posgrado,0,8.881975184248867,13,1,Nivel 1
1499.0,Solicitud de Visita de Verificación de Medicamentos que Sean o Contengan Estupefacientes Modalidad A. Destrucción.,0,10.673618922112436,3,0,Nivel 1
1527.0,Reinscripción nivel licenciatura UPH,3,3.4339872044851463,1,1,Nivel 2
1529.0,Exámen de Ingreso a nivel licenciatura UPH,6,7.273092595999522,2,1,Sin_nivel
1548.0,Levantamiento Topográficos de Predios (Catastral),0,8.658866349732383,3,1,Nivel 1
1609.0,Prorroga de Trámite Modalidad Autorización de Fraccionamiento,0,3.258096538021482,9,1,Nivel 1
1612.0,Cancelación de Derecho de Tanto,6,3.4339872044851463,2,1,Sin_nivel
1620.0,Proyecto de Lotificación,6,3.4339872044851463,3,1,Sin_nivel
1688.0,Cambio de Nombre en la Tarjeta de Circulación por Conclusión de la Transferencia de los Derechos de la Concesión de Transporte Público,3,7.273092595999522,2,1,Nivel 2
1695.0,Asignación o Cambio de Cromática y Asignación de Clave Mnemotécnica,3,3.4339872044851463,3,1,Nivel 2
1701.0,Transferencia por Designación de Persona Beneficiaria de la Concesión del Servicio Transporte Público,6,7.273092595999522,11,1,Sin_nivel
1745.0,Copias certificadas de pagos de Control Vehicular,6,10.268165387743457,1,1,Sin_nivel
5048.0,Inscripción de actos cuando se presenten en documentos separados. (Registro Público de la Propiedad y del Comercio),6,7.273092595999522,2,1,Sin_nivel
7292.0,Constancia de estudios UTVAM,0,7.9658927350845286,2,0,Nivel 4.3
7465.0,Centro Asistencial La Casita,0,7.273092595999522,0,0,Nivel 1
7492.0,Pago de Créditos Fiscales derivado de multas estatales no fiscales,6,2.772588722239781,1,1,Sin_nivel
7520.0,Orientación en materia fiscal,6,11.772215778919925,1,1,Sin_nivel
7889.0,Reposición por Robo o Extravìo del Tarjetón para Personas Conductoras del Tuzobús,0,7.273092595999522,4,1,Nivel 1
8031.0,Credencial Institucional (ITSOEH),6,8.881975184248867,2,0,Sin_nivel
8264.0,Reposición de Credencial UPH,3,7.273092595999522,1,0,Nivel 2
8857.0,Trámite para titulación UPE,6,8.658866349732383,5,0,Sin_nivel
8907.0,Constancia de terminación de estadía UPP,3,8.371242135931933,11,3,Nivel 2
9961.0,Designación de Persona Beneficiaria de la Concesión del Servicio de Transporte Público,6,7.273092595999522,2,1,Sin_nivel
10479.0,Inscripción a la UICEH,0,4.51085950651685,5,0,Nivel 1
10550.0,Reinscripción a la UICEH,0,4.330733340286331,2,1,Nivel 1
10912.0,Expedición de Tarifario,3,3.4339872044851463,2,1,Nivel 2
10976.0,Por informe de aviso de testamento,6,7.273092595999522,0,1,Sin_nivel
10980.0,Trámite de pista para aterrizaje,0,2.3978952727983707,0,0,Nivel 1
11024.0,Trámite de pernocta,0,2.3978952727983707,4,1,Nivel 1
11074.0,Casa de la mujer indígena,6,7.273092595999522,2,1,Sin_nivel
11216.0,INSCRIPCIÓN O ANOTACIÓN QUE NO MODIFICA EL DERECHO INSCRITO. (REGISTRO PÚBLICO DE LA PROPIEDAD Y DEL COMERCIO),6,7.273092595999522,2,1,Sin_nivel
990.0,"Expedición de Copias Certificadas en Libros (del año 2015 y Años Anteriores), e Impresión de Folios a partir del año 2015 (Registro Público de la Propiedad y del Comercio)",4,8.881975184248867,1,2,Nivel 3.5
1691.0,Visita al museo de documentos históricos,0,4.110873864173311,0,0,Nivel 1
1044.0,Inscripción de fusión de predios. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,3,1,Nivel 3.5
1047.0,Inscripción de inmatriculación. (Registro Público de la Propiedad y del Comercio),4,9.980494888896912,7,1,Nivel 3.5
1068.0,Inscripción del régimen de propiedad en condominio. (Registro Público de la Propiedad y del Comercio),6,7.273092595999522,4,1,Sin_nivel
1167.0,Atención a Solicitudes de Componentes de la Sangre para la Atención de Pacientes,0,4.51085950651685,3,1,Nivel 1
1547.0,Levantamiento Topográfico de poligonales (Catastral),0,8.371242135931933,4,1,Nivel 1
